Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	41	Paragraph count, number of paragraphs
2	DESSC	READNS	90	Sentence count, number of sentences
3	DESWC	READNW	1982	Word count, number of words
4	DESPL	READAPL	2.195	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	1.364	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	22.178	Sentence length, number of words, mean
7	DESSLd	n/a	13.703	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.694	Word length, number of syllables, mean
9	DESWLsyd	n/a	1.001	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	5.094	Word length, number of letters, mean
11	DESWLltd	n/a	2.819	Word length, number of letters, standard deviation
12	PCNARz	n/a	-0.847	Text Easability PC Narrativity, z score
13	PCNARp	n/a	20.050	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	-0.124	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	45.220	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	0.068	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	52.390	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-1.136	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	12.920	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	0.347	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	63.310	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	-0.437	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	33.360	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-1.119	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	13.350	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	-1.307	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	9.680	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.360	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.483	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.472	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.219	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.310	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.321	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.064	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.083	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.038	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.072	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0.157	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0.050	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.153	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.158	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.158	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.155	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.245	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.184	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.299	Lexical diversity, type-token ratio, content word lemmas
47	LDTTRa	n/a	0.128	Lexical diversity, type-token ratio, all words
48	LDMTLD	LEXDIVTD	0.643	Lexical diversity, MTLD, all words
49	LDVOCD	LEXDIVVD	0.410	Lexical diversity, VOCD, all words
50	CNCAll	CONi	106.643	All connectives incidence
51	CNCCaus	CONCAUSi	117.735	Causal connectives incidence
52	CNCLogic	CONLOGi	79.213	Logical connectives incidence
53	CNCADC	CONADVCONi	25.732	Adversative and contrastive connectives incidence
54	CNCTemp	CONTEMPi	31.786	Temporal connectives incidence
55	CNCTempx	CONTEMPEXi	3.532	Expanded temporal connectives incidence
56	CNCAdd	CONADDi	16.650	Additive connectives incidence
57	CNCPos	n/a	24.218	Positive connectives incidence
58	CNCNeg	n/a	42.381	Negative connectives incidence
59	SMCAUSv	CAUSV	20.182	Causal verb incidence
60	SMCAUSvp	CAUSVP	31.786	Causal verbs and causal particles incidence
61	SMINTEp	INTEi	15.136	Intentional verbs incidence
62	SMCAUSr	CAUSC	0.561	Ratio of casual particles to causal verbs
63	SMINTEr	INTEC	1.355	Ratio of intentional particles to intentional verbs
64	SMCAUSlsa	CAUSLSA	0.060	LSA verb overlap
65	SMCAUSwn	CAUSWN	0.488	WordNet verb overlap
66	SMTEMP	TEMPta	0.725	Temporal cohesion, tense and aspect repetition, mean
67	SYNLE	SYNLE	4.633	Left embeddedness, words before main verb, mean
68	SYNNP	SYNNP	1.129	Number of modifiers per noun phrase, mean
69	SYNMEDpos	MEDwtm	0.673	Minimal Edit Distance, part of speech
70	SYNMEDwrd	MEDawm	0.903	Minimal Edit Distance, all words
71	SYNMEDlem	MEDalm	0.884	Minimal Edit Distance, lemmas
72	SYNSTRUTa	STRUTa	0.095	Sentence syntax similarity, adjacent sentences, mean
73	SYNSTRUTt	STRUTt	0.080	Sentence syntax similarity, all combinations, across paragraphs, mean
74	DRNP	n/a	365.792	Noun phrase density, incidence
75	DRVP	n/a	184.662	Verb phrase density, incidence
76	DRAP	n/a	22.200	Adverbial phrase density, incidence
77	DRPP	n/a	115.540	Preposition phrase density, incidence
78	DRPVAL	AGLSPSVi	3.027	Agentless passive voice density, incidence
79	DRNEG	DENNEGi	4.036	Negation density, incidence
80	DRGERUND	GERUNDi	25.227	Gerund density, incidence
81	DRINF	INFi	27.245	Infinitive density, incidence
82	WRDNOUN	NOUNi	330.980	Noun incidence
83	WRDVERB	VERBi	115.035	Verb incidence
84	WRDADJ	ADJi	75.177	Adjective incidence
85	WRDADV	ADVi	42.382	Adverb incidence
