Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	51	Paragraph count, number of paragraphs
2	DESSC	READNS	79	Sentence count, number of sentences
3	DESWC	READNW	2733	Word count, number of words
4	DESPL	READAPL	1.549	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.923	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	34.684	Sentence length, number of words, mean
7	DESSLd	n/a	25.482	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.434	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.784	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.341	Word length, number of letters, mean
11	DESWLltd	n/a	2.345	Word length, number of letters, standard deviation
12	PCNARz	n/a	0.739	Text Easability PC Narrativity, z score
13	PCNARp	n/a	76.730	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	-1.232	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	10.930	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	-0.916	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	18.140	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	0.010	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	50	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	0.360	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	63.680	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	1.253	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	89.440	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-2.153	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	1.580	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	-1.225	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	11.120	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.372	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.628	Argument overlap, adjacent sentences, binary, mean
