Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	12	Paragraph count, number of paragraphs
2	DESSC	READNS	15	Sentence count, number of sentences
3	DESWC	READNW	261	Word count, number of words
4	DESPL	READAPL	1.25	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.622	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	17.733	Sentence length, number of words, mean
7	DESSLd	n/a	17.536	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.617	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.940	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.977	Word length, number of letters, mean
11	DESWLltd	n/a	2.734	Word length, number of letters, standard deviation
12	PCNARz	n/a	-0.193	Text Easability PC Narrativity, z score
13	PCNARp	n/a	42.470	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	0.078	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	52.790	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	0.321	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	62.550	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-2.042	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	2.070	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	1.454	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	92.650	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	0.032	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	51.200	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-2.125	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	1.700	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	-1.645	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	5.050	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.214	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.286	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.286	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.105	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.137	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.137	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.076	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.119	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.024	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.066	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0.071	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0.053	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.108	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.191	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.066	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.045	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.110	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.196	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.181	Lexical diversity, type-token ratio, content word lemmas
47	LDTTRa	n/a	0.141	Lexical diversity, type-token ratio, all words
