563.74,6.8265,0.45158
600.68,6.8383,0.82242
493.62,6.1375,0.1776
429.49,6.4525,0.38727
420.68,3.97,0.49683
417.55,5.3903,-0.070988
256.99,6.3275,0.51214
278.26,6.722,0.89921
399.52,6.5015,0.7219
259.55,7,-0.96907
299.21,5.7062,0.13946
310.88,7.4242,0.58534
278.18,5.1243,0.34905
356.65,6.1837,0.19607
410.3,4.3712,0.36151
351.23,3.5863,0.3476
334.19,3.6308,0.18128
321.42,4.4313,-0.45199
380.2,3.769,0.75066
