Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	52	Paragraph count, number of paragraphs
2	DESSC	READNS	71	Sentence count, number of sentences
3	DESWC	READNW	2529	Word count, number of words
4	DESPL	READAPL	1.365	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.687	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	35.746	Sentence length, number of words, mean
7	DESSLd	n/a	25.381	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.610	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.930	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.813	Word length, number of letters, mean
11	DESWLltd	n/a	2.600	Word length, number of letters, standard deviation
12	PCNARz	n/a	0.091	Text Easability PC Narrativity, z score
13	PCNARp	n/a	53.590	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	-1.347	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	9.010	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	-0.368	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	35.940	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-0.661	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	25.460	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	-0.308	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	38.210	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	0.526	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	69.850	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-1.893	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	2.940	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	-1.478	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	7.080	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.286	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.600	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.443	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.186	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.487	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.334	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.081	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.086	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.060	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.066	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0.471	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0.151	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.152	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.144	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.201	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.145	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.172	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.135	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.279	Lexical diversity, type-token ratio, content word lemmas
47	LDTTRa	n/a	0.109	Lexical diversity, type-token ratio, all words
48	LDMTLD	LEXDIVTD	0.606	Lexical diversity, MTLD, all words
49	LDVOCD	LEXDIVVD	0.338	Lexical diversity, VOCD, all words
50	CNCAll	CONi	80.357	All connectives incidence
51	CNCCaus	CONCAUSi	112.928	Causal connectives incidence
52	CNCLogic	CONLOGi	82.246	Logical connectives incidence
53	CNCADC	CONADVCONi	19.771	Adversative and contrastive connectives incidence
54	CNCTemp	CONTEMPi	24.911	Temporal connectives incidence
55	CNCTempx	CONTEMPEXi	5.931	Expanded temporal connectives incidence
56	CNCAdd	CONADDi	13.444	Additive connectives incidence
57	CNCPos	n/a	18.189	Positive connectives incidence
58	CNCNeg	n/a	53.776	Negative connectives incidence
59	SMCAUSv	CAUSV	12.258	Causal verb incidence
60	SMCAUSvp	CAUSVP	21.352	Causal verbs and causal particles incidence
61	SMINTEp	INTEi	9.095	Intentional verbs incidence
62	SMCAUSr	CAUSC	0.719	Ratio of casual particles to causal verbs
63	SMINTEr	INTEC	1.583	Ratio of intentional particles to intentional verbs
64	SMCAUSlsa	CAUSLSA	0.089	LSA verb overlap
65	SMCAUSwn	CAUSWN	0.490	WordNet verb overlap
66	SMTEMP	TEMPta	0.707	Temporal cohesion, tense and aspect repetition, mean
67	SYNLE	SYNLE	6.408	Left embeddedness, words before main verb, mean
68	SYNNP	SYNNP	0.997	Number of modifiers per noun phrase, mean
69	SYNMEDpos	MEDwtm	0.760	Minimal Edit Distance, part of speech
70	SYNMEDwrd	MEDawm	0.932	Minimal Edit Distance, all words
71	SYNMEDlem	MEDalm	0.894	Minimal Edit Distance, lemmas
72	SYNSTRUTa	STRUTa	0.076	Sentence syntax similarity, adjacent sentences, mean
73	SYNSTRUTt	STRUTt	0.048	Sentence syntax similarity, all combinations, across paragraphs, mean
74	DRNP	n/a	354.290	Noun phrase density, incidence
75	DRVP	n/a	214.709	Verb phrase density, incidence
76	DRAP	n/a	32.424	Adverbial phrase density, incidence
77	DRPP	n/a	101.226	Preposition phrase density, incidence
78	DRPVAL	AGLSPSVi	5.140	Agentless passive voice density, incidence
79	DRNEG	DENNEGi	3.954	Negation density, incidence
80	DRGERUND	GERUNDi	20.561	Gerund density, incidence
81	DRINF	INFi	22.539	Infinitive density, incidence
82	WRDNOUN	NOUNi	246.343	Noun incidence
83	WRDVERB	VERBi	117.437	Verb incidence
84	WRDADJ	ADJi	101.226	Adjective incidence
85	WRDADV	ADVi	55.753	Adverb incidence
86	WRDPRO	DENPRPi	66.429	Pronoun incidence
87	WRDPRP1s	n/a	3.163	First person singular pronoun incidence
88	WRDPRP1p	n/a	43.100	First person plural pronoun incidence
89	WRDPRP2	PRO2i	2.768	Second person pronoun incidence
90	WRDPRP3s	n/a	1.977	Third person singular pronoun incidence
