Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	64	Paragraph count, number of paragraphs
2	DESSC	READNS	257	Sentence count, number of sentences
3	DESWC	READNW	3413	Word count, number of words
4	DESPL	READAPL	4.016	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	1.964	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	13.307	Sentence length, number of words, mean
7	DESSLd	n/a	9.682	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.485	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.813	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.510	Word length, number of letters, mean
11	DESWLltd	n/a	2.341	Word length, number of letters, standard deviation
12	PCNARz	n/a	0.187	Text Easability PC Narrativity, z score
13	PCNARp	n/a	57.140	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	0.580	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	71.900	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	-1.281	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	10.030	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-0.545	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	29.460	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	1.593	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	94.410	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	0.906	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	81.590	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-2.120	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	1.700	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	0.579	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	71.570	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.215	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.352	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.266	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.103	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.214	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.139	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.112	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.171	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.053	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.116	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0.316	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0.103	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.178	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.231	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.156	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.230	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.214	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.194	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.339	Lexical diversity, type-token ratio, content word lemmas
