Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	10	Paragraph count, number of paragraphs
2	DESSC	READNS	14	Sentence count, number of sentences
3	DESWC	READNW	391	Word count, number of words
4	DESPL	READAPL	1.400	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.699	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	28.286	Sentence length, number of words, mean
7	DESSLd	n/a	23.272	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.639	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.964	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.913	Word length, number of letters, mean
11	DESWLltd	n/a	2.507	Word length, number of letters, standard deviation
12	PCNARz	n/a	-0.506	Text Easability PC Narrativity, z score
13	PCNARp	n/a	30.850	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	-0.433	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	33.360	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	0.424	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	66.280	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-1.235	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	10.930	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	-0.145	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	44.430	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	0.307	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	61.790	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-1.465	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	7.210	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	-2.012	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	2.220	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.385	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.385	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.385	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.341	Noun overlap, all sentences, binary, mean
