Number	Label	Label V2.x	Text	Full description
1	DESPC	READNP	51	Paragraph count, number of paragraphs
2	DESSC	READNS	69	Sentence count, number of sentences
3	DESWC	READNW	2568	Word count, number of words
4	DESPL	READAPL	1.353	Paragraph length, number of sentences in a paragraph, mean
5	DESPLd	n/a	0.716	Paragraph length, number of sentences in a pragraph, standard deviation
6	DESSL	READASL	37.333	Sentence length, number of words, mean
7	DESSLd	n/a	24.431	Sentence length, number of words, standard deviation
8	DESWLsy	READASW	1.574	Word length, number of syllables, mean
9	DESWLsyd	n/a	0.868	Word length, number of syllables, standard deviation
10	DESWLlt	n/a	4.717	Word length, number of letters, mean
11	DESWLltd	n/a	2.543	Word length, number of letters, standard deviation
12	PCNARz	n/a	0.353	Text Easability PC Narrativity, z score
13	PCNARp	n/a	63.680	Text Easability PC Narrativity, percentile
14	PCSYNz	n/a	-1.323	Text Easability PC Syntactic simplicity, z score
15	PCSYNp	n/a	9.340	Text Easability PC Syntactic simplicity, percentile
16	PCCNCz	n/a	-0.619	Text Easability PC Word concreteness, z score
17	PCCNCp	n/a	27.090	Text Easability PC Word concreteness, percentile
18	PCREFz	n/a	-0.399	Text Easability PC Referential cohesion, z score
19	PCREFp	n/a	34.830	Text Easability PC Referential cohesion, percentile
20	PCDCz	n/a	0.400	Text Easability PC Deep cohesion, z score
21	PCDCp	n/a	65.170	Text Easability PC Deep cohesion, percentile
22	PCVERBz	n/a	0.659	Text Easability PC Verb cohesion, z score
23	PCVERBp	n/a	74.220	Text Easability PC Verb cohesion, percentile
24	PCCONNz	n/a	-2.458	Text Easability PC Connectivity, z score
25	PCCONNp	n/a	0.710	Text Easability PC Connectivity, percentile
26	PCTEMPz	n/a	-0.762	Text Easability PC Temporality, z score
27	PCTEMPp	n/a	22.360	Text Easability PC Temporality, percentile
28	CRFNO1	CRFBN1um	0.324	Noun overlap, adjacent sentences, binary, mean
29	CRFAO1	CRFBA1um	0.603	Argument overlap, adjacent sentences, binary, mean
30	CRFSO1	CRFBS1um	0.5	Stem overlap, adjacent sentences, binary, mean
31	CRFNOa	CRFBNaum	0.175	Noun overlap, all sentences, binary, mean
32	CRFAOa	CRFBAaum	0.441	Argument overlap, all sentences, binary, mean
33	CRFSOa	CRFBSaum	0.310	Stem overlap, all sentences, binary, mean
34	CRFCWO1	CRFPC1um	0.097	Content word overlap, adjacent sentences, proportional, mean
35	CRFCWO1d	n/a	0.107	Content word overlap, adjacent sentences, proportional, standard deviation
36	CRFCWOa	CRFPCaum	0.057	Content word overlap, all sentences, proportional, mean
37	CRFCWOad	n/a	0.076	Content word overlap, all sentences, proportional, standard deviation
38	LSASS1	LSAassa	0.515	LSA overlap, adjacent sentences, mean
39	LSASS1d	LSAassd	0.208	LSA overlap, adjacent sentences, standard deviation
40	LSASSp	LSApssa	0.145	LSA overlap, all sentences in paragraph, mean
41	LSASSpd	LSApssd	0.144	LSA overlap, all sentences in paragraph, standard deviation
42	LSAPP1	LSAppa	0.156	LSA overlap, adjacent paragraphs, mean
43	LSAPP1d	LSAppd	0.159	LSA overlap, adjacent paragraphs, standard deviation
44	LSAGN	LSAGN	0.134	LSA given/new, sentences, mean
45	LSAGNd	n/a	0.126	LSA given/new, sentences, standard deviation
46	LDTTRc	TYPTOKc	0.280	Lexical diversity, type-token ratio, content word lemmas
47	LDTTRa	n/a	0.109	Lexical diversity, type-token ratio, all words
48	LDMTLD	LEXDIVTD	0.561	Lexical diversity, MTLD, all words
49	LDVOCD	LEXDIVVD	0.315	Lexical diversity, VOCD, all words
50	CNCAll	CONi	78.819	All connectives incidence
51	CNCCaus	CONCAUSi	115.673	Causal connectives incidence
52	CNCLogic	CONLOGi	93.847	Logical connectives incidence
53	CNCADC	CONADVCONi	24.922	Adversative and contrastive connectives incidence
54	CNCTemp	CONTEMPi	29.206	Temporal connectives incidence
55	CNCTempx	CONTEMPEXi	9.346	Expanded temporal connectives incidence
56	CNCAdd	CONADDi	16.745	Additive connectives incidence
57	CNCPos	n/a	18.302	Positive connectives incidence
58	CNCNeg	n/a	58.801	Negative connectives incidence
59	SMCAUSv	CAUSV	11.682	Causal verb incidence
60	SMCAUSvp	CAUSVP	21.417	Causal verbs and causal particles incidence
61	SMINTEp	INTEi	8.567	Intentional verbs incidence
62	SMCAUSr	CAUSC	0.806	Ratio of casual particles to causal verbs
63	SMINTEr	INTEC	2.522	Ratio of intentional particles to intentional verbs
64	SMCAUSlsa	CAUSLSA	0.087	LSA verb overlap
65	SMCAUSwn	CAUSWN	0.472	WordNet verb overlap
66	SMTEMP	TEMPta	0.765	Temporal cohesion, tense and aspect repetition, mean
67	SYNLE	SYNLE	5	Left embeddedness, words before main verb, mean
68	SYNNP	SYNNP	0.830	Number of modifiers per noun phrase, mean
69	SYNMEDpos	MEDwtm	0.699	Minimal Edit Distance, part of speech
70	SYNMEDwrd	MEDawm	0.868	Minimal Edit Distance, all words
71	SYNMEDlem	MEDalm	0.847	Minimal Edit Distance, lemmas
72	SYNSTRUTa	STRUTa	0.067	Sentence syntax similarity, adjacent sentences, mean
73	SYNSTRUTt	STRUTt	0.040	Sentence syntax similarity, all combinations, across paragraphs, mean
74	DRNP	n/a	334.112	Noun phrase density, incidence
75	DRVP	n/a	248.053	Verb phrase density, incidence
76	DRAP	n/a	42.056	Adverbial phrase density, incidence
77	DRPP	n/a	88.006	Preposition phrase density, incidence
78	DRPVAL	AGLSPSVi	7.399	Agentless passive voice density, incidence
79	DRNEG	DENNEGi	5.841	Negation density, incidence
80	DRGERUND	GERUNDi	39.330	Gerund density, incidence
81	DRINF	INFi	30.374	Infinitive density, incidence
82	WRDNOUN	NOUNi	231.698	Noun incidence
83	WRDVERB	VERBi	133.177	Verb incidence
